node_group,src_label,count,fraction
FP_above_threshold,node 1295886,2,0.001848429
FP_above_threshold,node 1294875,2,0.001848429
FP_above_threshold,node 1294389,2,0.001848429
FP_above_threshold,node 1293426,2,0.001848429
FP_above_threshold,node 1292473,2,0.001848429
FP_above_threshold,node 1291234,2,0.001848429
FP_above_threshold,node 1290080,2,0.001848429
FP_above_threshold,node 1288037,2,0.001848429
FP_above_threshold,node 1286977,2,0.001848429
FP_above_threshold,node 1281948,2,0.001848429
FP_above_threshold,node 1280404,2,0.001848429
FP_above_threshold,node 1278555,2,0.001848429
FP_above_threshold,node 1277041,2,0.001848429
FP_above_threshold,node 1272195,2,0.001848429
FP_above_threshold,node 1270161,2,0.001848429
FP_above_threshold,node 1259490,2,0.001848429
FP_above_threshold,node 1248441,2,0.001848429
FP_above_threshold,node 1248275,2,0.001848429
FP_above_threshold,node 1247783,2,0.001848429
FP_above_threshold,node 1247698,2,0.001848429
FP_above_threshold,node 1246683,2,0.001848429
FP_above_threshold,node 1246423,2,0.001848429
FP_above_threshold,node 1246134,2,0.001848429
FP_above_threshold,node 1245876,2,0.001848429
FP_above_threshold,node 1245827,2,0.001848429
FP_above_threshold,node 1245494,2,0.001848429
FP_above_threshold,node 1245188,2,0.001848429
FP_above_threshold,node 1241919,2,0.001848429
FP_above_threshold,node 1241005,2,0.001848429
FP_above_threshold,node 1240099,2,0.001848429
FP_above_threshold,node 1238177,2,0.001848429
FP_above_threshold,node 1237230,2,0.001848429
FP_above_threshold,node 1232953,2,0.001848429
FP_above_threshold,node 1232423,2,0.001848429
FP_above_threshold,node 1231822,2,0.001848429
FP_above_threshold,node 1228912,2,0.001848429
FP_above_threshold,node 1228107,2,0.001848429
FP_above_threshold,node 1227093,2,0.001848429
FP_above_threshold,node 1224318,2,0.001848429
FP_above_threshold,node 1224145,2,0.001848429
FP_above_threshold,node 1223740,2,0.001848429
FP_above_threshold,node 1223425,2,0.001848429
FP_above_threshold,node 1223402,2,0.001848429
FP_above_threshold,node 1223067,2,0.001848429
FP_above_threshold,node 1222433,2,0.001848429
FP_above_threshold,node 1222322,2,0.001848429
FP_above_threshold,node 1221991,2,0.001848429
FP_above_threshold,node 1221482,2,0.001848429
FP_above_threshold,node 1220703,2,0.001848429
FP_above_threshold,node 1220339,2,0.001848429
FP_above_threshold,node 1220254,2,0.001848429
FP_above_threshold,node 1220078,2,0.001848429
FP_above_threshold,node 1219224,2,0.001848429
FP_above_threshold,node 1218106,2,0.001848429
FP_above_threshold,node 1217666,2,0.001848429
FP_above_threshold,node 1217447,2,0.001848429
FP_above_threshold,node 1217281,2,0.001848429
FP_above_threshold,node 1217069,2,0.001848429
FP_above_threshold,node 1213143,2,0.001848429
FP_above_threshold,node 1213056,2,0.001848429
FP_above_threshold,node 1213018,2,0.001848429
FP_above_threshold,node 1212625,2,0.001848429
FP_above_threshold,node 1212245,2,0.001848429
FP_above_threshold,node 1211973,2,0.001848429
FP_above_threshold,node 1211661,2,0.001848429
FP_above_threshold,node 1211025,2,0.001848429
FP_above_threshold,node 1210442,2,0.001848429
FP_above_threshold,node 1209338,2,0.001848429
FP_above_threshold,node 1208479,2,0.001848429
FP_above_threshold,node 1207904,2,0.001848429
FP_above_threshold,node 1206560,2,0.001848429
FP_above_threshold,node 1206468,2,0.001848429
FP_above_threshold,node 1205745,2,0.001848429
FP_above_threshold,node 1205556,2,0.001848429
FP_above_threshold,node 1205517,2,0.001848429
FP_above_threshold,node 1204745,2,0.001848429
FP_above_threshold,node 1204020,2,0.001848429
FP_above_threshold,node 1203932,2,0.001848429
FP_above_threshold,node 1203640,2,0.001848429
FP_above_threshold,node 1203493,2,0.001848429
FP_above_threshold,node 1202745,2,0.001848429
FP_above_threshold,node 1202445,2,0.001848429
FP_above_threshold,node 1202109,2,0.001848429
FP_above_threshold,node 1202060,2,0.001848429
FP_above_threshold,node 1201752,2,0.001848429
FP_above_threshold,node 1201371,2,0.001848429
FP_above_threshold,node 1200760,2,0.001848429
FP_above_threshold,node 1199798,2,0.001848429
FP_above_threshold,node 1199663,2,0.001848429
FP_above_threshold,node 1198965,2,0.001848429
FP_above_threshold,node 1198179,2,0.001848429
FP_above_threshold,node 1197633,2,0.001848429
FP_above_threshold,node 1197541,2,0.001848429
FP_above_threshold,node 1196931,2,0.001848429
FP_above_threshold,node 1188743,2,0.001848429
FP_above_threshold,node 1187281,2,0.001848429
FP_above_threshold,node 1185235,2,0.001848429
FP_above_threshold,node 1183828,2,0.001848429
FP_above_threshold,node 1182516,2,0.001848429
FP_above_threshold,node 1181844,2,0.001848429
FP_above_threshold,node 1181079,2,0.001848429
FP_above_threshold,node 2270587,2,0.001848429
FP_above_threshold,node 2269611,2,0.001848429
FP_above_threshold,node 1256411,2,0.001848429
FP_above_threshold,node 1255602,2,0.001848429
FP_above_threshold,node 1254396,2,0.001848429
FP_above_threshold,node 2679838,2,0.001848429
FP_above_threshold,node 2679480,2,0.001848429
FP_above_threshold,node 2679278,2,0.001848429
FP_above_threshold,node 2678126,2,0.001848429
FP_above_threshold,node 2677993,2,0.001848429
FP_above_threshold,node 2677760,2,0.001848429
FP_above_threshold,node 2651056,2,0.001848429
FP_above_threshold,node 2649920,2,0.001848429
FP_above_threshold,node 2649547,2,0.001848429
FP_above_threshold,node 2318242,2,0.001848429
FP_above_threshold,node 1258690,2,0.001848429
FP_above_threshold,node 1257518,2,0.001848429
FP_above_threshold,node 1256863,2,0.001848429
FP_above_threshold,node 1217102,2,0.001848429
FP_above_threshold,file: /etc/periodic/daily/401.status-graid,2,0.001848429
FP_above_threshold,file: /tmp/font,1,0.000924214
FP_above_threshold,node 2609585,1,0.000924214
FP_above_threshold,node 2609438,1,0.000924214
FP_above_threshold,node 1218383,1,0.000924214
FN_below_threshold,node 379506,5,0.111111111
FN_below_threshold,file: /var/log/sendmail,3,0.066666667
FN_below_threshold,netflow 128.55.12.73:49722->76.56.184.25:80,2,0.044444444
FN_below_threshold,netflow 128.55.12.73:46517->76.56.184.25:80,2,0.044444444
FN_below_threshold,node 1224556,2,0.044444444
FN_below_threshold,file: /dev/random,2,0.044444444
FN_below_threshold,node 370896,1,0.022222222
FN_below_threshold,node 370873,1,0.022222222
FN_below_threshold,netflow 128.55.12.73:63341->53.158.101.118:80,1,0.022222222
FN_below_threshold,netflow 128.55.12.73:39242->53.158.101.118:80,1,0.022222222
FN_below_threshold,file: /usr/home/user/eraseme,1,0.022222222
FN_below_threshold,node 211776,1,0.022222222
FN_below_threshold,netflow 128.55.12.73:19857->139.123.0.113:80,1,0.022222222
FN_below_threshold,netflow 128.55.12.73:80->81.49.200.166:43530,1,0.022222222
FN_below_threshold,netflow 128.55.12.73:80->25.159.96.207:45203,1,0.022222222
FN_below_threshold,netflow 128.55.12.73:80->81.49.200.166:44623,1,0.022222222
FN_below_threshold,node 370904,1,0.022222222
FN_below_threshold,netflow 128.55.12.73:80->25.159.96.207:58625,1,0.022222222
FN_below_threshold,netflow 128.55.12.73:27115->155.162.39.48:80,1,0.022222222
FN_below_threshold,netflow 128.55.12.73:12680->155.162.39.48:80,1,0.022222222
FN_below_threshold,netflow 128.55.12.73:38265->200.36.109.214:80,1,0.022222222
FN_below_threshold,node 379482,1,0.022222222
FN_below_threshold,node 381110,1,0.022222222
FN_below_threshold,node 1224534,1,0.022222222
FN_below_threshold,node 2321510,1,0.022222222
FN_below_threshold,node 228725,1,0.022222222
FN_below_threshold,node 355316,1,0.022222222
FN_below_threshold,node 355640,1,0.022222222
FN_below_threshold,node 355657,1,0.022222222
FN_below_threshold,file: /usr/home/user/eraseme/index.html,1,0.022222222
FN_below_threshold,file: /var/log/netlog,1,0.022222222
FN_below_threshold,node 418674,1,0.022222222
FN_below_threshold,file: /var/cache/salt/minion/proc/20180412180113291397,1,0.022222222
FN_below_threshold,node 229314,1,0.022222222
FN_below_threshold,node 336472,1,0.022222222
TN_high_below_threshold,node 380007,396,0.792000000
TN_high_below_threshold,node 403795,25,0.050000000
TN_high_below_threshold,file: /etc/periodic/daily/410.status-mfi,4,0.008000000
