case,rank,node_id,node_group,operation,type_pair,group,original_loss,ablated_loss,loss_drop_when_zeroed,captum_attr_sum,captum_attr_mean
FP_above_threshold:473:2407034,473,2407034,FP_above_threshold,EVENT_RECVMSG,file->subject,src_embedding,10.641149521,6.781163216,3.859986305,247.039093018,3.859985828
FP_above_threshold:473:2407034,473,2407034,FP_above_threshold,EVENT_RECVMSG,file->subject,src_type,10.641149521,8.151272774,2.489876747,7.469630241,2.489876747
FP_above_threshold:473:2407034,473,2407034,FP_above_threshold,EVENT_RECVMSG,file->subject,dst_embedding,10.641149521,12.159371376,-1.518221855,-97.166198730,-1.518221855
FP_above_threshold:473:2407034,473,2407034,FP_above_threshold,EVENT_RECVMSG,file->subject,dst_type,10.641149521,8.820920944,1.820228577,5.460685730,1.820228577
FP_above_threshold:474:2406297,474,2406297,FP_above_threshold,EVENT_RECVMSG,file->subject,src_embedding,10.641149521,6.781163216,3.859986305,247.039093018,3.859985828
FP_above_threshold:474:2406297,474,2406297,FP_above_threshold,EVENT_RECVMSG,file->subject,src_type,10.641149521,8.151272774,2.489876747,7.469630241,2.489876747
FP_above_threshold:474:2406297,474,2406297,FP_above_threshold,EVENT_RECVMSG,file->subject,dst_embedding,10.641149521,12.159371376,-1.518221855,-97.166198730,-1.518221855
FP_above_threshold:474:2406297,474,2406297,FP_above_threshold,EVENT_RECVMSG,file->subject,dst_type,10.641149521,8.820920944,1.820228577,5.460685730,1.820228577
FP_above_threshold:475:2405321,475,2405321,FP_above_threshold,EVENT_RECVMSG,file->subject,src_embedding,10.641149521,6.781163216,3.859986305,247.039093018,3.859985828
FP_above_threshold:475:2405321,475,2405321,FP_above_threshold,EVENT_RECVMSG,file->subject,src_type,10.641149521,8.151272774,2.489876747,7.469630241,2.489876747
FP_above_threshold:475:2405321,475,2405321,FP_above_threshold,EVENT_RECVMSG,file->subject,dst_embedding,10.641149521,12.159371376,-1.518221855,-97.166198730,-1.518221855
FP_above_threshold:475:2405321,475,2405321,FP_above_threshold,EVENT_RECVMSG,file->subject,dst_type,10.641149521,8.820920944,1.820228577,5.460685730,1.820228577
