node_group,dst_label,count,fraction
FP_above_threshold,node 339941,2,0.001848429
FP_above_threshold,node 339730,2,0.001848429
FP_above_threshold,node 339620,2,0.001848429
FP_above_threshold,node 339560,2,0.001848429
FP_above_threshold,node 339403,2,0.001848429
FP_above_threshold,node 339245,2,0.001848429
FP_above_threshold,node 338006,2,0.001848429
FP_above_threshold,node 337988,2,0.001848429
FP_above_threshold,node 337957,2,0.001848429
FP_above_threshold,node 337895,2,0.001848429
FP_above_threshold,node 337756,2,0.001848429
FP_above_threshold,node 337713,2,0.001848429
FP_above_threshold,node 337641,2,0.001848429
FP_above_threshold,node 337575,2,0.001848429
FP_above_threshold,node 336719,2,0.001848429
FP_above_threshold,node 336701,2,0.001848429
FP_above_threshold,node 336671,2,0.001848429
FP_above_threshold,node 336623,2,0.001848429
FP_above_threshold,node 336528,2,0.001848429
FP_above_threshold,node 336508,2,0.001848429
FP_above_threshold,node 336429,2,0.001848429
FP_above_threshold,node 336355,2,0.001848429
FP_above_threshold,node 336227,2,0.001848429
FP_above_threshold,node 335421,2,0.001848429
FP_above_threshold,node 335360,2,0.001848429
FP_above_threshold,node 335312,2,0.001848429
FP_above_threshold,node 335216,2,0.001848429
FP_above_threshold,node 335157,2,0.001848429
FP_above_threshold,node 335098,2,0.001848429
FP_above_threshold,node 335039,2,0.001848429
FP_above_threshold,node 334983,2,0.001848429
FP_above_threshold,node 334925,2,0.001848429
FP_above_threshold,node 334473,2,0.001848429
FP_above_threshold,node 334422,2,0.001848429
FP_above_threshold,node 334411,2,0.001848429
FP_above_threshold,node 334307,2,0.001848429
FP_above_threshold,node 334262,2,0.001848429
FP_above_threshold,node 334198,2,0.001848429
FP_above_threshold,node 334087,2,0.001848429
FP_above_threshold,node 333745,2,0.001848429
FP_above_threshold,node 333585,2,0.001848429
FP_above_threshold,node 333499,2,0.001848429
FP_above_threshold,node 333405,2,0.001848429
FP_above_threshold,node 333292,2,0.001848429
FP_above_threshold,node 333108,2,0.001848429
FP_above_threshold,node 332348,2,0.001848429
FP_above_threshold,node 332329,2,0.001848429
FP_above_threshold,node 332310,2,0.001848429
FP_above_threshold,node 332189,2,0.001848429
FP_above_threshold,node 331096,2,0.001848429
FP_above_threshold,node 331058,2,0.001848429
FP_above_threshold,node 331049,2,0.001848429
FP_above_threshold,node 330965,2,0.001848429
FP_above_threshold,node 330498,2,0.001848429
FP_above_threshold,node 330350,2,0.001848429
FP_above_threshold,node 330252,2,0.001848429
FP_above_threshold,node 330143,2,0.001848429
FP_above_threshold,node 330042,2,0.001848429
FP_above_threshold,node 329963,2,0.001848429
FP_above_threshold,node 329853,2,0.001848429
FP_above_threshold,node 329835,2,0.001848429
FP_above_threshold,node 329732,2,0.001848429
FP_above_threshold,node 238293,2,0.001848429
FP_above_threshold,node 238131,2,0.001848429
FP_above_threshold,node 238045,2,0.001848429
FP_above_threshold,node 237887,2,0.001848429
FP_above_threshold,node 237793,2,0.001848429
FP_above_threshold,node 237575,2,0.001848429
FP_above_threshold,node 237470,2,0.001848429
FP_above_threshold,node 237397,2,0.001848429
FP_above_threshold,node 237294,2,0.001848429
FP_above_threshold,node 237202,2,0.001848429
FP_above_threshold,node 237059,2,0.001848429
FP_above_threshold,node 236934,2,0.001848429
FP_above_threshold,node 236724,2,0.001848429
FP_above_threshold,node 236605,2,0.001848429
FP_above_threshold,node 236056,2,0.001848429
FP_above_threshold,node 235892,2,0.001848429
FP_above_threshold,node 235703,2,0.001848429
FP_above_threshold,node 235516,2,0.001848429
FP_above_threshold,node 234980,2,0.001848429
FP_above_threshold,node 234741,2,0.001848429
FP_above_threshold,node 233602,2,0.001848429
FP_above_threshold,node 232208,2,0.001848429
FP_above_threshold,node 232191,2,0.001848429
FP_above_threshold,node 232139,2,0.001848429
FP_above_threshold,node 232121,2,0.001848429
FP_above_threshold,node 232008,2,0.001848429
FP_above_threshold,node 231979,2,0.001848429
FP_above_threshold,node 231941,2,0.001848429
FP_above_threshold,node 231910,2,0.001848429
FP_above_threshold,node 231901,2,0.001848429
FP_above_threshold,node 231861,2,0.001848429
FP_above_threshold,node 231812,2,0.001848429
FP_above_threshold,node 231417,2,0.001848429
FP_above_threshold,node 231302,2,0.001848429
FP_above_threshold,node 231211,2,0.001848429
FP_above_threshold,node 231001,2,0.001848429
FP_above_threshold,node 230875,2,0.001848429
FP_above_threshold,node 230382,2,0.001848429
FP_above_threshold,node 230302,2,0.001848429
FP_above_threshold,node 230240,2,0.001848429
FP_above_threshold,node 229877,2,0.001848429
FP_above_threshold,node 229781,2,0.001848429
FP_above_threshold,node 229659,2,0.001848429
FP_above_threshold,node 229272,2,0.001848429
FP_above_threshold,node 229251,2,0.001848429
FP_above_threshold,node 229203,2,0.001848429
FP_above_threshold,node 229164,2,0.001848429
FP_above_threshold,node 229155,2,0.001848429
FP_above_threshold,node 229105,2,0.001848429
FP_above_threshold,node 229021,2,0.001848429
FP_above_threshold,node 229013,2,0.001848429
FP_above_threshold,node 228974,2,0.001848429
FP_above_threshold,node 228920,2,0.001848429
FP_above_threshold,node 228829,2,0.001848429
FP_above_threshold,node 228799,2,0.001848429
FP_above_threshold,node 228781,2,0.001848429
FP_above_threshold,node 228761,2,0.001848429
FP_above_threshold,node 228671,2,0.001848429
