node_group,operation,type_pair,feature_group,edge_count,loss_drop_mean,loss_drop_median,loss_drop_p10,loss_drop_p90
FN_below_threshold,CREATE,subject->subject,src_embedding,44,1.055883708,0.750406384,0.093021870,2.398026061
FN_below_threshold,CREATE,subject->subject,src_type,44,-0.958359006,-0.821989715,-1.740384817,-0.277868367
FN_below_threshold,CREATE,subject->subject,dst_embedding,44,0.641196419,0.282111824,0.109046531,1.120230914
FN_below_threshold,CREATE,subject->subject,dst_type,44,1.616263712,1.316796243,0.837153017,2.597521877
FN_below_threshold,START,subject->netflow,src_embedding,39,0.456932749,0.457846522,0.191671491,0.780875921
FN_below_threshold,START,subject->netflow,src_type,39,-0.767373721,-0.985615611,-1.077795744,-0.138702035
FN_below_threshold,START,subject->netflow,dst_embedding,39,-2.990859203,-3.001175642,-3.156526924,-2.274026513
FN_below_threshold,START,subject->netflow,dst_type,39,-0.068350489,-0.122180104,-0.148307586,0.052441716
FN_below_threshold,MESSAGE,netflow->subject,src_embedding,7,-5.542634285,-6.280784548,-6.280858512,-4.414979635
FN_below_threshold,MESSAGE,netflow->subject,src_type,7,0.002148797,0.000519338,0.000440558,0.005727447
FN_below_threshold,MESSAGE,netflow->subject,dst_embedding,7,-0.207673667,-0.214520809,-0.227502721,-0.178774154
FN_below_threshold,MESSAGE,netflow->subject,dst_type,7,-0.002661493,-0.000504303,-0.007222917,-0.000436672
FN_below_threshold,OPEN,subject->subject,src_embedding,6,-1.612121971,-0.049535602,-6.186991271,1.400160961
FN_below_threshold,OPEN,subject->subject,src_type,6,-1.184880475,-0.179944299,-4.868306038,1.493608913
FN_below_threshold,OPEN,subject->subject,dst_embedding,6,-1.962968261,-0.037824567,-7.369348653,1.518268438
FN_below_threshold,OPEN,subject->subject,dst_type,6,-1.529710068,-0.800030139,-4.978854038,1.189753972
FN_below_threshold,DELETE,subject->file,src_embedding,5,-2.689856243,-2.619703054,-3.249845409,-2.122643185
FN_below_threshold,DELETE,subject->file,src_type,5,-0.152940750,0.017433167,-0.918165732,0.394325495
FN_below_threshold,DELETE,subject->file,dst_embedding,5,1.090581465,1.219052553,0.290544891,1.724403000
FN_below_threshold,DELETE,subject->file,dst_type,5,0.522042179,0.527441740,0.338074541,0.708094787
FN_below_threshold,MODIFY,subject->file,src_embedding,3,6.999077459,2.814730406,2.372762919,13.299130821
FN_below_threshold,MODIFY,subject->file,src_type,3,-4.925250769,-3.980735302,-6.498651028,-3.729656696
FN_below_threshold,MODIFY,subject->file,dst_embedding,3,1.098398328,0.150842667,-0.487307167,3.063126087
FN_below_threshold,MODIFY,subject->file,dst_type,3,-0.402184804,-0.305128098,-0.740143585,-0.103048706
FN_below_threshold,START,netflow->subject,src_embedding,3,4.269967079,4.269967079,4.269967079,4.269967079
FN_below_threshold,START,netflow->subject,src_type,3,-9.879586220,-9.879586220,-9.879586220,-9.879586220
FN_below_threshold,START,netflow->subject,dst_embedding,3,4.617679596,4.617679596,4.617679596,4.617679596
FN_below_threshold,START,netflow->subject,dst_type,3,0.632528782,0.632528782,0.632528782,0.632528782
FN_below_threshold,MESSAGE,subject->netflow,src_embedding,2,-0.300680414,-0.300680414,-0.301145509,-0.300215319
FN_below_threshold,MESSAGE,subject->netflow,src_type,2,0.317021243,0.317021243,0.316970764,0.317071722
FN_below_threshold,MESSAGE,subject->netflow,dst_embedding,2,-3.887306705,-3.887306705,-3.887328199,-3.887285211
FN_below_threshold,MESSAGE,subject->netflow,dst_type,2,0.049350277,0.049350277,0.048971323,0.049729231
FN_below_threshold,TERMINATE,subject->subject,src_embedding,2,-6.680168211,-6.680168211,-10.681564725,-2.678771698
FN_below_threshold,TERMINATE,subject->subject,src_type,2,-6.419972599,-6.419972599,-7.314402616,-5.525542581
FN_below_threshold,TERMINATE,subject->subject,dst_embedding,2,-8.961256445,-8.961256445,-14.218762290,-3.703750598
FN_below_threshold,TERMINATE,subject->subject,dst_type,2,-4.757005394,-4.757005394,-5.222379911,-4.291630876
FN_below_threshold,READ,file->subject,src_embedding,1,-0.000278553,-0.000278553,-0.000278553,-0.000278553
FN_below_threshold,READ,file->subject,src_type,1,-0.094079629,-0.094079629,-0.094079629,-0.094079629
FN_below_threshold,READ,file->subject,dst_embedding,1,-0.000000596,-0.000000596,-0.000000596,-0.000000596
FN_below_threshold,READ,file->subject,dst_type,1,0.000000119,0.000000119,0.000000119,0.000000119
FN_below_threshold,RENAME,subject->file,src_embedding,1,-5.109531403,-5.109531403,-5.109531403,-5.109531403
FN_below_threshold,RENAME,subject->file,src_type,1,2.151363373,2.151363373,2.151363373,2.151363373
FN_below_threshold,RENAME,subject->file,dst_embedding,1,7.386842489,7.386842489,7.386842489,7.386842489
FN_below_threshold,RENAME,subject->file,dst_type,1,-1.112111092,-1.112111092,-1.112111092,-1.112111092
FN_below_threshold,WRITE,subject->file,src_embedding,1,-0.538379252,-0.538379252,-0.538379252,-0.538379252
FN_below_threshold,WRITE,subject->file,src_type,1,-0.077032447,-0.077032447,-0.077032447,-0.077032447
