node_group,operation,type_pair,feature_group,edge_count,loss_drop_mean,loss_drop_median,loss_drop_p10,loss_drop_p90
FN_below_threshold,WRITE,subject->file,dst_embedding,1,-0.832525909,-0.832525909,-0.832525909,-0.832525909
FN_below_threshold,WRITE,subject->file,dst_type,1,0.112800986,0.112800986,0.112800986,0.112800986
TN_high_below_threshold,RENAME,subject->file,src_embedding,263,-4.133974937,-5.070333004,-6.293918133,1.237094879
TN_high_below_threshold,RENAME,subject->file,src_type,263,2.806050929,2.997041225,2.082291031,3.413852215
TN_high_below_threshold,RENAME,subject->file,dst_embedding,263,5.145004451,4.143192291,3.622830629,8.297803879
TN_high_below_threshold,RENAME,subject->file,dst_type,263,-0.788358262,-1.048429966,-1.428390503,-0.004565907
TN_high_below_threshold,CREATE,subject->file,src_embedding,129,1.829842422,0.888936996,0.291941166,3.526908398
TN_high_below_threshold,CREATE,subject->file,src_type,129,0.155176566,0.118304253,-0.705583858,2.029026413
TN_high_below_threshold,CREATE,subject->file,dst_embedding,129,4.458197052,5.169582129,2.788390636,5.677410603
TN_high_below_threshold,CREATE,subject->file,dst_type,129,1.356656566,1.818034649,0.017152309,1.932730484
TN_high_below_threshold,DELETE,subject->file,src_embedding,41,1.655818951,2.002149105,0.249273300,2.729739189
TN_high_below_threshold,DELETE,subject->file,src_type,41,-0.629000047,0.303754807,-4.571997643,1.907304287
TN_high_below_threshold,DELETE,subject->file,dst_embedding,41,4.343748110,5.286742926,-0.129649639,6.377351284
TN_high_below_threshold,DELETE,subject->file,dst_type,41,-0.554731811,-0.426860809,-2.088108063,0.655693054
TN_high_below_threshold,MODIFY,subject->file,src_embedding,38,9.176009724,9.314904526,5.009551191,13.931083068
TN_high_below_threshold,MODIFY,subject->file,src_type,38,-3.106035948,-3.860817432,-5.337925911,-0.459440041
TN_high_below_threshold,MODIFY,subject->file,dst_embedding,38,1.116582908,0.228372574,-1.975418281,5.030239105
TN_high_below_threshold,MODIFY,subject->file,dst_type,38,-1.050091681,-1.306811571,-2.264876366,0.301733971
TN_high_below_threshold,WRITE,subject->file,src_embedding,23,0.685117194,0.291941166,0.291941166,0.291941166
TN_high_below_threshold,WRITE,subject->file,src_type,23,0.090140302,0.118304253,0.118304253,0.118304253
TN_high_below_threshold,WRITE,subject->file,dst_embedding,23,5.101603633,5.169582129,5.169582129,5.169582129
TN_high_below_threshold,WRITE,subject->file,dst_type,23,1.656547795,1.818034649,1.818034649,1.818034649
TN_high_below_threshold,CREATE,subject->subject,src_embedding,6,7.316737791,6.869961381,6.617397964,8.462854028
TN_high_below_threshold,CREATE,subject->subject,src_type,6,-2.887029648,-2.924618721,-3.206089020,-2.530381203
TN_high_below_threshold,CREATE,subject->subject,dst_embedding,6,1.723486900,1.535750389,1.147794724,2.486915588
TN_high_below_threshold,CREATE,subject->subject,dst_type,6,3.689654430,3.683968782,3.355406761,4.029587746
